更新时间,#genre#
CCTV-11,http://110.178.77.222:8084/rtp/239.1.1.18:8018$1920x1080
CCTV-11,http://60.223.90.184:8002/rtp/226.0.2.28:8136$1920x1080
CCTV-11,http://118.81.238.60:8001/rtp/226.0.2.28:8136$1920x1080
CCTV-11,http://120.55.49.231:3095/rtp/233.50.201.11:5140
CCTV-11,http://180.109.99.117:8888/rtp/239.49.1.11:6000$1920x1080
CCTV-11,http://183.66.51.205:4022/rtp/235.254.198.7:1304$1920x1080
CCTV-11,http://42.92.117.243:8888/rtp/239.255.30.62:8231$1920x1080
CCTV-11,http://60.164.128.167:8029/rtp/239.255.30.62:8231
CCTV-11,http://118.183.212.29:6868/rtp/239.255.30.62:8231$1920x1080
CCTV-11,http://122.9.151.210:887/rtp/238.255.2.14:5999
CCTV-11,http://117.69.55.86:4022/rtp/238.1.78.206:7502$1920x1080
CCTV-11,http://123.56.129.203:4310/rtp/225.1.8.73:8120
CCTV-11,http://123.56.129.203:4310/rtp/225.1.8.111:8040
CCTV-11,http://123.117.36.74:4001/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://221.218.157.61:3527/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://114.243.97.208:8822/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://enlen.vip:4022/rtp/239.200.201.125:8480$1920x1080
CCTV-11,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV11hd-8M/live.m3u8$1920x1080
CCTV-11,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000019789/1.m3u8
CCTV-11,https://vip.taoiptv.cn/source/gitv.php?id=CCTV11hd-8M.m3u8&sign=06zcwd
CCTV-11,http://ygbh666.cn/aikmigu.php?id=cctv11
CCTV-11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8?
CCTV-11,http://117.27.190.42:9998/tsfile/live/23242_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://218.78.180.91:9999/rtp/239.45.3.10:5140$1920x1080
CCTV-12,http://139.196.151.191:2051/rtp/239.45.3.10:5140
CCTV-12,http://1.70.35.224:8084/rtp/239.1.1.19:8019$1920x1080
CCTV-12,http://113.26.165.64:8083/rtp/239.1.1.19:8019$1920x1080
CCTV-12,http://110.177.146.171:888/rtp/239.1.1.19:8019$1920x1080
CCTV-12,http://110.178.77.222:8083/rtp/239.1.1.19:8019$1920x1080
CCTV-12,http://1.70.35.224:8083/rtp/239.1.1.19:8019$1920x1080
CCTV-12,http://110.178.77.222:8084/rtp/239.1.1.19:8019$1920x1080
CCTV-12,http://60.223.90.184:8002/rtp/226.0.2.164:9224$1920x1080
CCTV-12,http://118.81.238.60:8001/rtp/226.0.2.164:9224$1920x1080
CCTV-12,http://60.223.90.184:8002/rtp/226.0.2.29:8144$1920x1080
CCTV-12,http://118.81.238.60:8001/rtp/226.0.2.29:8144$1920x1080
CCTV-12,http://120.55.49.231:3095/rtp/233.50.201.123:5140
CCTV-12,http://120.55.49.231:3095/rtp/233.50.201.12:5140
CCTV-12,http://180.109.99.117:8888/rtp/239.49.8.135:6000$1920x1080
CCTV-12,http://180.109.99.117:8888/rtp/239.49.1.12:6000$1920x1080
CCTV-12,http://183.66.51.205:4022/rtp/235.254.198.60:1516$1920x1080
CCTV-12,http://183.66.51.205:4022/rtp/235.254.198.8:1308$1920x1080
CCTV-12,http://42.92.117.243:8888/rtp/239.255.30.182:8231$1920x1080
CCTV-12,http://60.164.128.167:8029/rtp/239.255.30.182:8231
CCTV-12,http://118.183.212.29:6868/rtp/239.255.30.182:8231$1920x1080
CCTV-12,http://122.9.151.210:887/rtp/238.255.2.15:5999
CCTV-12,http://117.69.55.86:4022/rtp/238.1.78.242:7808$1920x1080
CCTV-12,http://123.56.129.203:4310/rtp/225.1.8.12:8124
CCTV-12,http://123.56.129.203:4310/rtp/225.1.8.112:8232
CCTV-12,http://123.117.36.74:4001/rtp/239.3.1.64:8124$1920x1080
CCTV-12,http://221.218.157.61:3527/rtp/239.3.1.64:8124$1920x1080
CCTV-12,http://114.243.97.208:8822/rtp/239.3.1.64:8124$1920x1080
CCTV-12,http://enlen.vip:4022/rtp/239.200.200.27:8232$1920x1080
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8?
CCTV-13,http://218.78.180.91:9999/rtp/239.45.1.198:5140$1920x1080
CCTV-13,http://139.196.151.191:2051/rtp/239.45.1.198:5140
CCTV-13,http://1.70.35.224:8084/rtp/239.1.1.20:8020$1920x1080
CCTV-13,http://113.26.165.64:8083/rtp/239.1.1.20:8020$1920x1080
CCTV-13,http://110.177.146.171:888/rtp/239.1.1.20:8020$1920x1080
CCTV-13,http://110.178.77.222:8083/rtp/239.1.1.20:8020$1920x1080
CCTV-13,http://1.70.35.224:8083/rtp/239.1.1.20:8020$1920x1080
CCTV-13,http://110.178.77.222:8084/rtp/239.1.1.20:8020$1920x1080
CCTV-13,http://60.223.90.184:8002/rtp/226.0.2.165:9232$1920x1080
CCTV-13,http://118.81.238.60:8001/rtp/226.0.2.165:9232$1920x1080
CCTV-13,http://60.223.90.184:8002/rtp/226.0.2.30:8152$1920x1080
CCTV-13,http://118.81.238.60:8001/rtp/226.0.2.30:8152$1920x1080
CCTV-13,http://120.55.49.231:3095/rtp/233.50.201.246:5140
CCTV-13,http://120.55.49.231:3095/rtp/233.50.201.13:5140
CCTV-13,http://180.109.99.117:8888/rtp/239.49.9.43:6000$1920x1080
CCTV-13,http://180.109.99.117:8888/rtp/239.49.1.13:6000$1920x1080
CCTV-13,http://183.66.51.205:4022/rtp/235.254.198.9:1312$1920x1080
CCTV-13,http://42.92.117.243:8888/rtp/239.255.29.28:8231$1920x1080
CCTV-13,http://60.164.128.167:8029/rtp/239.255.29.28:8231
CCTV-13,http://118.183.212.29:6868/rtp/239.255.29.28:8231$1920x1080
CCTV-13,http://122.9.151.210:887/rtp/238.255.2.16:5999
CCTV-13,http://117.69.55.86:4022/rtp/238.1.79.35:4392$1920x1080
CCTV-13,http://123.56.129.203:4310/rtp/225.1.8.168:8130
CCTV-13,http://123.56.129.203:4310/rtp/225.1.1.10:8128
CCTV-13,http://123.117.36.74:4001/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://221.218.157.61:3527/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://114.243.97.208:8822/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://enlen.vip:4022/rtp/239.200.200.4:8484$1920x1080
CCTV-13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226537/2.m3u8
CCTV-13,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-13-HQ.m3u8&sign=ugxuj7
CCTV-14,http://218.78.180.91:9999/rtp/239.45.3.23:5140$1920x1080
CCTV-14,http://139.196.151.191:2051/rtp/239.45.3.23:5140
CCTV-14,http://1.70.35.224:8084/rtp/239.1.1.21:8021$1920x1080
CCTV-14,http://113.26.165.64:8083/rtp/239.1.1.21:8021$1920x1080
CCTV-14,http://110.177.146.171:888/rtp/239.1.1.21:8021$1920x1080
CCTV-14,http://110.178.77.222:8083/rtp/239.1.1.21:8021$1920x1080
CCTV-14,http://1.70.35.224:8083/rtp/239.1.1.21:8021$1920x1080
CCTV-14,http://110.178.77.222:8084/rtp/239.1.1.21:8021$1920x1080
CCTV-14,http://60.223.90.184:8002/rtp/226.0.2.166:9240$1920x1080
CCTV-14,http://118.81.238.60:8001/rtp/226.0.2.166:9240$1920x1080
CCTV-14,http://60.223.90.184:8002/rtp/226.0.2.31:8160$1920x1080
CCTV-14,http://118.81.238.60:8001/rtp/226.0.2.31:8160$1920x1080
CCTV-14,http://120.55.49.231:3095/rtp/233.50.201.124:5140
CCTV-14,http://120.55.49.231:3095/rtp/233.50.201.14:5140
CCTV-14,http://180.109.99.117:8888/rtp/239.49.8.136:6000$1920x1080
CCTV-14,http://180.109.99.117:8888/rtp/239.49.1.14:6000$1920x1080
CCTV-14,http://42.92.117.243:8888/rtp/239.255.30.183:8231$1920x1080
CCTV-14,http://60.164.128.167:8029/rtp/239.255.30.183:8231
CCTV-14,http://118.183.212.29:6868/rtp/239.255.30.183:8231$1920x1080
CCTV-14,http://122.9.151.210:887/rtp/238.255.2.17:5999
CCTV-14,http://117.69.55.86:4022/rtp/238.1.78.243:7816$1920x1080
CCTV-14,http://123.56.129.203:4310/rtp/225.1.8.14:8132
CCTV-14,http://123.56.129.203:4310/rtp/225.1.8.114:8236
CCTV-14,http://123.117.36.74:4001/rtp/239.3.1.65:8132$1920x1080
CCTV-14,http://221.218.157.61:3527/rtp/239.3.1.65:8132$1920x1080
CCTV-14,http://114.243.97.208:8822/rtp/239.3.1.65:8132$1920x1080
CCTV-14,http://enlen.vip:4022/rtp/239.200.200.28:8236$1920x1080
CCTV-14,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8
CCTV-14,http://221.0.78.198:1681/hls/10214/index.m3u8
CCTV-14,http://118.122.189.74:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://218.78.180.91:9999/rtp/239.45.1.200:5140$1920x1080
CCTV-15,http://139.196.151.191:2051/rtp/239.45.1.200:5140
CCTV-15,http://1.70.35.224:8084/rtp/239.1.1.22:8022$1920x1080
CCTV-15,http://113.26.165.64:8083/rtp/239.1.1.22:8022$1920x1080
CCTV-15,http://110.177.146.171:888/rtp/239.1.1.22:8022$1920x1080
CCTV-15,http://110.178.77.222:8083/rtp/239.1.1.22:8022$1920x1080
CCTV-15,http://1.70.35.224:8083/rtp/239.1.1.22:8022$1920x1080
CCTV-15,http://110.178.77.222:8084/rtp/239.1.1.22:8022$1920x1080
CCTV-15,http://60.223.90.184:8002/rtp/226.0.2.32:8168$1920x1080
CCTV-15,http://118.81.238.60:8001/rtp/226.0.2.32:8168$1920x1080
CCTV-15,http://120.55.49.231:3095/rtp/233.50.201.15:5140
CCTV-15,http://180.109.99.117:8888/rtp/239.49.1.15:6000$1920x1080
CCTV-15,http://183.66.51.205:4022/rtp/235.254.198.11:1320$1920x1080
CCTV-15,http://42.92.117.243:8888/rtp/239.255.30.68:8231$1920x1080
CCTV-15,http://60.164.128.167:8029/rtp/239.255.30.68:8231
CCTV-15,http://118.183.212.29:6868/rtp/239.255.30.68:8231$1920x1080
CCTV-15,http://122.9.151.210:887/rtp/238.255.2.18:5999
CCTV-15,http://117.69.55.86:4022/rtp/238.1.78.222:7648$1920x1080
CCTV-15,http://123.56.129.203:4310/rtp/225.1.8.74:8136
CCTV-15,http://123.56.129.203:4310/rtp/225.1.8.115:8052
CCTV-15,http://123.117.36.74:4001/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://221.218.157.61:3527/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://114.243.97.208:8822/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://enlen.vip:4022/rtp/239.200.201.112:8496$1920x1080
CCTV-15,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV15hd-8M/live.m3u8$1920x1080
CCTV-15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://123.182.60.29:9002/hls/15/index.m3u8
CCTV-15,https://vip.taoiptv.cn/source/gzyx.php?id=3f7ce58607980e4a75c3d065ef4e33d3.m3u8&sign=06zcwd
CCTV-15,http://123.166.61.70:8003/hls/44/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16,http://1.70.35.224:8084/rtp/239.1.1.122:8122$1920x1080
CCTV-16,http://113.26.165.64:8083/rtp/239.1.1.122:8122$1920x1080
CCTV-16,http://110.177.146.171:888/rtp/239.1.1.122:8122$1920x1080
CCTV-16,http://110.178.77.222:8083/rtp/239.1.1.122:8122$1920x1080
CCTV-16,http://1.70.35.224:8083/rtp/239.1.1.122:8122$1920x1080
CCTV-16,http://110.178.77.222:8084/rtp/239.1.1.122:8122$1920x1080
CCTV-16,http://60.223.90.184:8002/rtp/226.0.2.169:9264$1920x1080
CCTV-16,http://118.81.238.60:8001/rtp/226.0.2.169:9264$1920x1080
CCTV-16,http://120.55.49.231:3095/rtp/233.50.201.192:5140
CCTV-16,http://42.92.117.243:8888/rtp/239.255.30.88:8231$1920x1080
CCTV-16,http://60.164.128.167:8029/rtp/239.255.30.88:8231
CCTV-16,http://118.183.212.29:6868/rtp/239.255.30.88:8231$1920x1080
CCTV-16,http://122.9.151.210:887/rtp/238.255.2.219:5999
CCTV-16,http://enlen.vip:4022/rtp/239.200.200.193:8776$1920x1080
CCTV-16,http://123.117.36.74:4001/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://221.218.157.61:3527/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://114.243.97.208:8822/rtp/239.3.1.183:8001$1920x1080
CCTV-16,http://123.117.36.74:4001/rtp/239.3.1.184:8001$1920x1080
CCTV-16,http://221.218.157.61:3527/rtp/239.3.1.184:8001$1920x1080
CCTV-16,http://114.243.97.208:8822/rtp/239.3.1.184:8001$1920x1080
CCTV-16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023253/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023253
CCTV-16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/main.m3u8
CCTV-16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV-16,http://123.189.36.11:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8?
CCTV-16,http://beijinglive.online.domybox.com:91/live/CCTV16hd-8M/live.m3u8
CCTV-16,http://223.10.0.119:8082/rtp/239.1.1.122:8122$1920x1080
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/
CCTV-16,https://vip.taoiptv.cn/source/gzyx.php?id=d521eba18ca2907befce170828004cbe.m3u8&sign=06zcwd
CCTV-17,http://1.70.35.224:8084/rtp/239.1.1.23:8023$1920x1080
CCTV-17,http://113.26.165.64:8083/rtp/239.1.1.23:8023$1920x1080
CCTV-17,http://110.177.146.171:888/rtp/239.1.1.23:8023$1920x1080
CCTV-17,http://110.178.77.222:8083/rtp/239.1.1.23:8023$1920x1080
CCTV-17,http://1.70.35.224:8083/rtp/239.1.1.23:8023$1920x1080
CCTV-17,http://110.178.77.222:8084/rtp/239.1.1.23:8023$1920x1080
CCTV-17,http://60.223.90.184:8002/rtp/226.0.2.170:9272$1920x1080
CCTV-17,http://118.81.238.60:8001/rtp/226.0.2.170:9272$1920x1080
CCTV-17,http://60.223.90.184:8002/rtp/226.0.2.207:9568$1920x1080
CCTV-17,http://118.81.238.60:8001/rtp/226.0.2.207:9568$1920x1080
CCTV-17,http://120.55.49.231:3095/rtp/233.50.200.113:5140
CCTV-17,http://120.55.49.231:3095/rtp/233.50.201.35:5140
CCTV-17,http://180.109.99.117:8888/rtp/239.49.1.7:6000$1920x1080
CCTV-17,http://42.92.117.243:8888/rtp/239.255.30.96:8231$1920x1080
CCTV-17,http://60.164.128.167:8029/rtp/239.255.30.96:8231
CCTV-17,http://118.183.212.29:6868/rtp/239.255.30.96:8231$1920x1080
CCTV-17,http://122.9.151.210:887/rtp/238.255.2.137:5999
CCTV-17,http://117.69.55.86:4022/rtp/238.1.78.178:7296$1920x1080
CCTV-17,http://123.56.129.203:4310/rtp/225.1.8.17:8144
CCTV-17,http://123.56.129.203:4310/rtp/225.1.8.117:8064
CCTV-17,http://123.117.36.74:4001/rtp/239.3.1.151:8144$1920x1080
CCTV-17,http://221.218.157.61:3527/rtp/239.3.1.151:8144$1920x1080
CCTV-17,http://114.243.97.208:8822/rtp/239.3.1.151:8144$1920x1080
CCTV-17,http://enlen.vip:4022/rtp/239.200.201.128:8504$1920x1080
CCTV-17,http://119.163.63.188:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000006000268004/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000268004
CCTV-17,https://jump.taoiptv.cn/iptv2.php?id=100205&num=2&sign=fk3aks
CCTV-17,http://36.35.16.98:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-17,http://beijinglive.online.domybox.com:91/live/CCTV17hd-8M/live.m3u8
CCTV-17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/index.m3u8
CETV1,http://120.55.49.231:3095/rtp/233.50.201.75:5140
CETV1,http://60.223.90.184:8002/rtp/226.0.2.68:8456$1920x1080
CETV1,http://118.81.238.60:8001/rtp/226.0.2.68:8456$1920x1080
CETV1,http://60.223.90.184:8002/rtp/226.0.2.181:9360$1920x1080
CETV1,http://118.81.238.60:8001/rtp/226.0.2.181:9360$1920x1080
CETV1,http://122.9.151.210:887/rtp/238.255.2.105:5999
CETV1,http://123.56.129.203:4310/rtp/225.1.8.169:4120
CETV1,http://123.117.36.74:4001/rtp/239.3.1.57:8152$1920x1080
CETV1,http://221.218.157.61:3527/rtp/239.3.1.57:8152$1920x1080
CETV1,http://114.243.97.208:8822/rtp/239.3.1.57:8152$1920x1080
CETV1,http://enlen.vip:4022/rtp/239.200.201.145:8852$1920x1080
CETV1,http://112.226.139.185:9999/rtp/239.253.254.110:8000$1920x1080
CETV2,http://60.223.90.184:8002/rtp/226.0.2.69:8464$1920x1080
CETV2,http://118.81.238.60:8001/rtp/226.0.2.69:8464$1920x1080
CETV2,http://122.9.151.210:887/rtp/238.255.2.221:5999
CETV2,http://123.56.129.203:4310/rtp/225.1.8.193:4120
CETV2,http://123.117.36.74:4001/rtp/239.3.1.54:4120$1920x1080
CETV2,http://221.218.157.61:3527/rtp/239.3.1.54:4120$1920x1080
CETV2,http://114.243.97.208:8822/rtp/239.3.1.54:4120$1920x1080
CETV2,http://enlen.vip:4022/rtp/239.200.201.121:8780$1920x1080
CETV4,http://120.55.49.231:3095/rtp/233.50.200.162:5140
CETV4,http://60.223.90.184:8002/rtp/226.0.2.70:8472$1920x1080
CETV4,http://118.81.238.60:8001/rtp/226.0.2.70:8472$1920x1080
CETV4,http://122.9.151.210:887/rtp/238.255.2.222:5999
CETV4,http://123.56.129.203:4310/rtp/225.1.8.195:4120
CETV4,http://123.117.36.74:4001/rtp/239.3.1.56:4120$1920x1080
CETV4,http://221.218.157.61:3527/rtp/239.3.1.56:4120$1920x1080
CETV4,http://114.243.97.208:8822/rtp/239.3.1.56:4120$1920x1080
CETV4,http://enlen.vip:4022/rtp/239.200.201.122:8784$1920x1080
CETV4,http://112.226.139.185:9999/rtp/239.253.254.116:8000$1920x1080
💰央视付费频道,#genre#
文化精品,http://180.109.99.117:8888/rtp/239.49.9.11:6000$1920x1080
文化精品,http://180.109.99.117:8888/rtp/239.49.1.66:6000$1920x1080
文化精品,http://222.169.41.210:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
央视台球,http://180.109.99.117:8888/rtp/239.49.9.22:6000$1920x1080
央视台球,http://183.66.51.205:4022/rtp/235.254.198.92:1644$1920x1080
央视台球,http://222.169.41.210:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
央视台球,http://119.135.1.16:6699/live/1077/index.m3u8
风云音乐,http://180.109.99.117:8888/rtp/239.49.9.13:6000$1920x1080
风云音乐,http://180.109.99.117:8888/rtp/239.49.1.68:6000$1920x1080
风云音乐,http://112.234.23.81:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
风云音乐,http://222.169.41.210:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
第一剧场,http://180.109.99.117:8888/rtp/239.49.9.15:6000$1920x1080
第一剧场,http://180.109.99.117:8888/rtp/239.49.1.226:6000$1920x1080
第一剧场,http://112.234.23.81:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://180.109.99.117:8888/rtp/239.49.9.10:6000$1920x1080
风云剧场,http://180.109.99.117:8888/rtp/239.49.1.65:6000$1920x1080
风云剧场,http://112.234.23.81:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场,http://180.109.99.117:8888/rtp/239.49.9.12:6000$1920x1080
怀旧剧场,http://180.109.99.117:8888/rtp/239.49.1.67:6000$1920x1080
怀旧剧场,http://112.234.23.81:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
女性时尚,http://180.109.99.117:8888/rtp/239.49.9.14:6000$1920x1080
女性时尚,http://180.109.99.117:8888/rtp/239.49.1.69:6000$1920x1080
高尔夫网球,http://112.234.23.81:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://180.109.99.117:8888/rtp/239.49.9.6:6000$1920x1080
风云足球,http://180.109.99.117:8888/rtp/239.49.1.61:6000$1920x1080
风云足球,http://112.234.23.81:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://58.57.21.166:9901/tsfile/live/0108_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://222.169.41.210:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://123.189.36.11:9901/tsfile/live/1122_1.m3u8?key=txiptv&playlive=1&authid=0
电视指南,http://180.109.99.117:8888/rtp/239.49.9.5:6000$1920x1080
电视指南,http://180.109.99.117:8888/rtp/239.49.1.60:6000$1920x1080
世界地理,http://180.109.99.117:8888/rtp/239.49.9.8:6000$1920x1080
世界地理,http://180.109.99.117:8888/rtp/239.49.1.63:6000$1920x1080
世界地理,http://112.234.23.81:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
世界地理,http://www.zzlag.top:9087/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&down=1
兵器科技,http://180.109.99.117:8888/rtp/239.49.9.9:6000$1920x1080
兵器科技,http://180.109.99.117:8888/rtp/239.49.1.64:6000$1920x1080
兵器科技,http://112.234.23.81:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://222.169.41.210:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
📡卫视频道,#genre#
广东卫视,http://218.78.180.91:9999/rtp/239.45.3.230:5140$1920x1080
广东卫视,http://139.196.151.191:2051/rtp/239.45.3.230:5140
广东卫视,http://1.70.35.224:8084/rtp/239.1.1.49:8049$1920x1080
广东卫视,http://113.26.165.64:8083/rtp/239.1.1.49:8049$1920x1080
广东卫视,http://110.177.146.171:888/rtp/239.1.1.49:8049$1920x1080
广东卫视,http://110.178.77.222:8083/rtp/239.1.1.49:8049$1920x1080
广东卫视,http://1.70.35.224:8083/rtp/239.1.1.49:8049$1920x1080
广东卫视,http://110.178.77.222:8084/rtp/239.1.1.49:8049$1920x1080
广东卫视,http://60.223.90.184:8002/rtp/226.0.2.146:9080$1920x1080
广东卫视,http://118.81.238.60:8001/rtp/226.0.2.146:9080$1920x1080
广东卫视,http://60.223.90.184:8002/rtp/226.0.2.45:8272$1920x1080
广东卫视,http://118.81.238.60:8001/rtp/226.0.2.45:8272$1920x1080
广东卫视,http://120.55.49.231:3095/rtp/233.50.200.187:5140
广东卫视,http://120.55.49.231:3095/rtp/233.50.201.56:5140
广东卫视,http://180.109.99.117:8888/rtp/239.49.1.39:6000$1920x1080
广东卫视,http://180.109.99.117:8888/rtp/239.49.8.143:6000$1920x1080
广东卫视,http://183.66.51.205:4022/rtp/235.254.196.204:1088$1920x1080
广东卫视,http://183.66.51.205:4022/rtp/235.254.198.37:1424$1920x1080
广东卫视,http://42.92.117.243:8888/rtp/239.255.30.134:8231$1920x1080
广东卫视,http://60.164.128.167:8029/rtp/239.255.30.134:8231
广东卫视,http://118.183.212.29:6868/rtp/239.255.30.134:8231$1920x1080
广东卫视,http://122.9.151.210:887/rtp/238.255.2.59:5999
广东卫视,http://117.69.55.86:4022/rtp/238.1.78.161:7160$1920x1080
广东卫视,http://123.56.129.203:4310/rtp/225.1.8.151:8132
广东卫视,http://123.117.36.74:4001/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://221.218.157.61:3527/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://114.243.97.208:8822/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://enlen.vip:4022/rtp/239.200.200.52:8276$1920x1080
广东卫视,http://60.12.183.46:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/index.m3u8
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$LR•IPV4『线路4』
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv$LR•IPV4『线路10』
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv$LR•IPV4『线路6』
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$LR•IPV4『线路3』
浙江卫视,https://live.v1.mk/api/bestv.php?id=zjwshd8m/8000000$3840x2160
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$1920x1080
浙江卫视,http://218.78.180.91:9999/rtp/239.45.3.178:5140$1920x1080
浙江卫视,http://139.196.151.191:2051/rtp/239.45.3.178:5140
浙江卫视,http://1.70.35.224:8084/rtp/239.1.1.38:8038$1920x1080
浙江卫视,http://113.26.165.64:8083/rtp/239.1.1.38:8038$1920x1080
浙江卫视,http://110.177.146.171:888/rtp/239.1.1.38:8038$1920x1080
浙江卫视,http://110.178.77.222:8083/rtp/239.1.1.38:8038$1920x1080
浙江卫视,http://1.70.35.224:8083/rtp/239.1.1.38:8038$1920x1080
浙江卫视,http://110.178.77.222:8084/rtp/239.1.1.38:8038$1920x1080
浙江卫视,http://60.223.90.184:8002/rtp/226.0.2.144:9064$1920x1080
浙江卫视,http://118.81.238.60:8001/rtp/226.0.2.144:9064$1920x1080
浙江卫视,http://60.223.90.184:8002/rtp/226.0.2.36:8200$1920x1080
浙江卫视,http://118.81.238.60:8001/rtp/226.0.2.36:8200$1920x1080
浙江卫视,http://120.55.49.231:3095/rtp/233.50.200.231:5140
浙江卫视,http://120.55.49.231:3095/rtp/233.50.201.100:5140
浙江卫视,http://180.109.99.117:8888/rtp/239.49.1.34:6000$1920x1080
浙江卫视,http://180.109.99.117:8888/rtp/239.49.8.139:6000$1920x1080
浙江卫视,http://183.66.51.205:4022/rtp/235.254.198.18:1348$1920x1080
